SEQ,TIMESTAMP,BP10,BSize10,BP9,BSize9,BP8,BSize8,BP7,BSize7,BP6,BSize6,BP5,BSize5,BP4,BSize4,BP3,BSize3,BP2,BSize2,BP1,BSize1,AP1,ASize1,AP2,ASize2,AP3,ASize3,AP4,ASize4,AP5,ASize5,AP6,ASize6,AP7,ASize7,AP8,ASize8,AP9,ASize9,AP10,ASize10
23889,2014-03-20 15:29:11.492,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,207600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23890,2014-03-20 15:29:11.715,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,221600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23891,2014-03-20 15:29:11.759,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,32000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23892,2014-03-20 15:29:11.762,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,240800,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23893,2014-03-20 15:29:11.765,75.35,22400,75.4,81200,75.45,16400,75.5,585600,75.55,71200,75.6,329600,75.65,111200,75.7,225600,75.75,195600,75.8,516800,75.9,221600,75.95,308000,76,240800,76.05,110400,76.1,154000,76.15,84400,76.2,116400,76.25,75200,76.3,100400,76.35,40000
23894,2014-03-20 15:29:11.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,198400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23895,2014-03-20 15:29:11.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,210400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23896,2014-03-20 15:29:11.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,214000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23897,2014-03-20 15:29:11.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,215200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23898,2014-03-20 15:29:11.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,222000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23899,2014-03-20 15:29:11.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,228400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23900,2014-03-20 15:29:11.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,296400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23901,2014-03-20 15:29:11.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,275200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23902,2014-03-20 15:29:11.792,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,241200,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23903,2014-03-20 15:29:11.894,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,208000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23904,2014-03-20 15:29:12.015,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,216400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23905,2014-03-20 15:29:12.016,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,223200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23906,2014-03-20 15:29:12.098,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,517200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23907,2014-03-20 15:29:12.101,75.35,22400,75.4,81200,75.45,16400,75.5,585600,75.55,71200,75.6,329600,75.65,111200,75.7,225600,75.75,223200,75.8,517200,75.85,13600,75.9,208000,75.95,275200,76,241200,76.05,110400,76.1,154000,76.15,84400,76.2,116400,76.25,75200,76.3,100400
23908,2014-03-20 15:29:12.118,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,16000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23909,2014-03-20 15:29:12.118,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,270400,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23910,2014-03-20 15:29:12.119,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,18800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23911,2014-03-20 15:29:12.127,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,206000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23912,2014-03-20 15:29:12.129,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,203600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23913,2014-03-20 15:29:12.129,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,201600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23914,2014-03-20 15:29:12.135,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,25200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23915,2014-03-20 15:29:12.145,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,24800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23916,2014-03-20 15:29:12.171,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,216800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23917,2014-03-20 15:29:13.819,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,187600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23918,2014-03-20 15:29:13.819,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,38800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23919,2014-03-20 15:29:13.835,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,36400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23920,2014-03-20 15:29:14.465,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,516800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23921,2014-03-20 15:29:14.520,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,36000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23922,2014-03-20 15:29:17.761,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,517200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23923,2014-03-20 15:29:17.770,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,38400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23924,2014-03-20 15:29:18.484,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,217200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23925,2014-03-20 15:29:19.582,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,184800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23926,2014-03-20 15:29:19.582,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,44000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23927,2014-03-20 15:29:19.622,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,213600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23928,2014-03-20 15:29:21.185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,184000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23929,2014-03-20 15:29:21.185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,44800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23930,2014-03-20 15:29:21.186,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,181600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23931,2014-03-20 15:29:21.202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,180800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23932,2014-03-20 15:29:21.202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,48800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23933,2014-03-20 15:29:22.346,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,48000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23934,2014-03-20 15:29:22.377,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,48800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23935,2014-03-20 15:29:23.818,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,48000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23936,2014-03-20 15:29:25.577,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,47600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23937,2014-03-20 15:29:25.589,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,45200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23938,2014-03-20 15:29:32.515,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,44400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23939,2014-03-20 15:29:33.075,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,43600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23940,2014-03-20 15:29:33.377,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,42800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23941,2014-03-20 15:29:33.391,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,39600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23942,2014-03-20 15:29:33.391,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,43600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23943,2014-03-20 15:29:34.961,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,42800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23944,2014-03-20 15:29:36.192,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,42400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23945,2014-03-20 15:29:37.990,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,29200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23946,2014-03-20 15:29:38.032,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.7,226400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23947,2014-03-20 15:29:38.095,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,25200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23948,2014-03-20 15:29:38.167,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,28400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23949,2014-03-20 15:29:38.254,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,30400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23950,2014-03-20 15:29:39.111,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,27200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23951,2014-03-20 15:29:39.614,*,*,*,*,*,*,75.5,583600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23952,2014-03-20 15:29:40.823,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,516400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23953,2014-03-20 15:29:40.823,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,26400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23954,2014-03-20 15:29:45.725,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,517600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23955,2014-03-20 15:29:46.266,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,512400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23956,2014-03-20 15:29:46.300,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,26000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23957,2014-03-20 15:29:49.167,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.7,206400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23958,2014-03-20 15:29:49.167,*,*,*,*,*,*,*,*,*,*,75.6,349600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23959,2014-03-20 15:29:49.615,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,180000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23960,2014-03-20 15:29:49.629,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,29200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23961,2014-03-20 15:29:54.415,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,25600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23962,2014-03-20 15:29:54.432,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,30400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23963,2014-03-20 15:29:55.412,*,*,*,*,*,*,*,*,*,*,75.6,329600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23964,2014-03-20 15:29:55.413,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.7,226400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23965,2014-03-20 15:29:58.079,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,220400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23966,2014-03-20 15:29:58.309,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,513600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23967,2014-03-20 15:29:58.675,*,*,*,*,*,*,*,*,*,*,75.6,329200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23968,2014-03-20 15:29:58.675,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,514000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23969,2014-03-20 15:30:01.571,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,181200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23970,2014-03-20 15:30:02.409,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,514400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23971,2014-03-20 15:30:08.446,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,29600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23972,2014-03-20 15:30:08.448,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,24800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23973,2014-03-20 15:30:08.464,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,24400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23974,2014-03-20 15:30:08.464,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,30400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23975,2014-03-20 15:30:09.854,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,270000,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23976,2014-03-20 15:30:09.855,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,240800,*,*,*,*,*,*,*,*,*,*,*,*
23977,2014-03-20 15:30:09.864,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,30800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23978,2014-03-20 15:30:10.576,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,30000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23979,2014-03-20 15:30:11.486,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,29200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23980,2014-03-20 15:30:12.041,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,514800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23981,2014-03-20 15:30:17.316,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,514400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23982,2014-03-20 15:30:17.323,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,513600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23983,2014-03-20 15:30:17.323,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,28400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23984,2014-03-20 15:30:19.651,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,178800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23985,2014-03-20 15:30:19.651,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,182000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23986,2014-03-20 15:30:19.655,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,30800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23987,2014-03-20 15:30:19.950,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,515200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23988,2014-03-20 15:30:21.093,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,29600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23989,2014-03-20 15:30:22.111,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,29200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23990,2014-03-20 15:30:26.153,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,28800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23991,2014-03-20 15:30:26.185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,134000,*,*,*,*,*,*,*,*
23992,2014-03-20 15:30:26.185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,136400,*,*,*,*
23993,2014-03-20 15:30:27.324,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,516000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23994,2014-03-20 15:30:27.672,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,30400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23995,2014-03-20 15:30:28.718,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,32400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23996,2014-03-20 15:30:29.652,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,31600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23997,2014-03-20 15:30:30.452,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,31200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23998,2014-03-20 15:30:30.705,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,213600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
23999,2014-03-20 15:30:33.423,*,*,75.4,80800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24000,2014-03-20 15:30:33.423,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,516400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24001,2014-03-20 15:30:35.477,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,116400,*,*,*,*
24002,2014-03-20 15:30:35.477,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,154000,*,*,*,*,*,*,*,*
24003,2014-03-20 15:30:36.291,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,524400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24004,2014-03-20 15:30:39.238,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,34000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24005,2014-03-20 15:30:42.526,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,33600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24006,2014-03-20 15:30:42.540,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,36000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24007,2014-03-20 15:30:45.765,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,35200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24008,2014-03-20 15:30:45.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,167200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24009,2014-03-20 15:30:45.767,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,50000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24010,2014-03-20 15:30:45.779,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,512400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24011,2014-03-20 15:30:45.779,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,225600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24012,2014-03-20 15:30:45.779,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,47600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24013,2014-03-20 15:30:45.867,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,68400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24014,2014-03-20 15:30:47.552,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,513200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24015,2014-03-20 15:30:50.837,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,89200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24016,2014-03-20 15:30:50.844,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,88800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24017,2014-03-20 15:30:51.350,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,91200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24018,2014-03-20 15:30:52.736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,171200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24019,2014-03-20 15:30:52.978,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,512800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24020,2014-03-20 15:30:54.330,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,167200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24021,2014-03-20 15:30:56.840,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,171200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24022,2014-03-20 15:30:56.891,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,91600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24023,2014-03-20 15:30:56.914,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,94800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
